Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25880,108.00,37.00,2.00,Clothing,Stole,Credit Card
B-25941,177.00,41.00,4.00,Clothing,Shirt,Debit Card
B-25757,106.00,15.00,7.00,Clothing,Hankerchief,Credit Card
B-25754,41.00,-14.00,5.00,Clothing,Leggings,UPI
B-25653,168.00,-10.00,3.00,Electronics,Accessories,UPI
B-25821,60.00,21.00,4.00,Clothing,Stole,COD
B-25706,31.00,-11.00,4.00,Clothing,Stole,COD
B-26064,179.00,0.00,2.00,Clothing,Saree,Debit Card
B-25803,106.00,12.00,3.00,Clothing,Trousers,Credit Card
B-26076,60.00,13.00,2.00,Clothing,T-shirt,COD
B-25603,180.00,5.00,3.00,Clothing,Trousers,Debit Card
B-25903,60.00,-10.00,2.00,Furniture,Furnishings,COD
B-25938,59.00,25.00,3.00,Clothing,Stole,COD
B-25868,170.00,73.00,2.00,Electronics,Accessories,UPI
B-25956,59.00,10.00,2.00,Clothing,Hankerchief,COD
B-25652,24.00,-21.00,7.00,Clothing,Skirt,COD
B-25883,105.00,-26.00,8.00,Clothing,Leggings,Credit Card
B-26096,103.00,46.00,2.00,Clothing,Saree,Credit Card
B-25969,171.00,17.00,6.00,Clothing,T-shirt,UPI
B-25951,102.00,13.00,2.00,Clothing,Stole,Credit Card
B-25855,98.00,12.00,2.00,Clothing,Hankerchief,Credit Card
B-26091,59.00,10.00,4.00,Clothing,Leggings,COD
B-25954,189.00,60.00,4.00,Furniture,Furnishings,Debit Card
B-25763,58.00,-52.00,3.00,Furniture,Chairs,COD
B-25945,60.00,3.00,3.00,Clothing,Saree,UPI
B-25740,58.00,-8.00,2.00,Clothing,Saree,COD
B-25818,94.00,20.00,2.00,Furniture,Furnishings,UPI
B-25603,193.00,-166.00,3.00,Clothing,Saree,EMI
B-25964,199.00,0.00,4.00,Clothing,Stole,EMI
B-25930,202.00,89.00,9.00,Clothing,T-shirt,EMI
B-25930,58.00,17.00,2.00,Clothing,Hankerchief,COD
B-25879,57.00,-28.00,2.00,Clothing,Kurti,COD
B-25903,204.00,-94.00,4.00,Clothing,Hankerchief,EMI
B-25614,98.00,-12.00,2.00,Electronics,Electronic Games,Credit Card
B-25750,22.00,-12.00,3.00,Clothing,Stole,COD
B-25852,97.00,17.00,2.00,Clothing,Stole,Credit Card
B-26008,57.00,24.00,5.00,Clothing,Leggings,COD
B-26092,97.00,14.00,2.00,Clothing,T-shirt,Credit Card
B-25689,97.00,17.00,2.00,Clothing,Stole,Credit Card
B-25730,96.00,22.00,5.00,Clothing,Stole,Credit Card
B-25885,94.00,27.00,2.00,Clothing,Shirt,Credit Card
B-25999,26.00,-17.00,1.00,Clothing,Stole,COD
B-26011,93.00,44.00,2.00,Clothing,Stole,Credit Card
B-25754,93.00,-65.00,4.00,Clothing,Stole,Credit Card
B-26030,92.00,5.00,6.00,Clothing,Hankerchief,Credit Card
B-25851,57.00,27.00,2.00,Clothing,T-shirt,COD
B-25870,57.00,7.00,3.00,Furniture,Furnishings,COD
B-26074,57.00,21.00,4.00,Clothing,Leggings,COD
B-25861,128.00,4.00,3.00,Clothing,Saree,COD
B-25797,89.00,-4.00,5.00,Clothing,Saree,Credit Card
B-25993,221.00,26.00,7.00,Furniture,Furnishings,COD
B-25799,205.00,-119.00,3.00,Clothing,Saree,Debit Card
B-25721,191.00,51.00,5.00,Clothing,Shirt,UPI
B-26056,206.00,18.00,4.00,Clothing,Hankerchief,Debit Card
B-25743,56.00,0.00,4.00,Clothing,Hankerchief,COD
B-25854,88.00,16.00,4.00,Clothing,Stole,Credit Card
B-25748,224.00,58.00,3.00,Electronics,Phones,UPI
B-25976,193.00,8.00,4.00,Clothing,T-shirt,UPI
B-25953,87.00,36.00,5.00,Clothing,Stole,Credit Card
B-25996,189.00,4.00,1.00,Clothing,Saree,UPI
B-25717,55.00,-33.00,2.00,Furniture,Chairs,COD
B-25865,85.00,-1.00,3.00,Clothing,Saree,Credit Card
B-25959,252.00,56.00,2.00,Electronics,Phones,UPI
B-25855,197.00,73.00,1.00,Furniture,Bookcases,COD
B-25703,17.00,-3.00,2.00,Clothing,Stole,UPI
B-26049,100.00,28.00,2.00,Clothing,Hankerchief,UPI
B-25755,80.00,-19.00,5.00,Clothing,Stole,UPI
B-26070,75.00,29.00,1.00,Clothing,Trousers,UPI
B-25755,26.00,4.00,2.00,Clothing,Saree,UPI
B-26047,55.00,12.00,5.00,Clothing,Skirt,COD
B-25604,157.00,5.00,9.00,Clothing,Saree,UPI
B-25651,200.00,-60.00,4.00,Furniture,Bookcases,UPI
B-25983,230.00,5.00,2.00,Clothing,Saree,UPI
B-26056,213.00,-145.00,3.00,Furniture,Bookcases,Debit Card
B-25940,55.00,4.00,2.00,Clothing,Stole,COD
B-25766,220.00,-19.00,2.00,Clothing,Saree,Debit Card
B-25935,150.00,32.00,3.00,Clothing,Hankerchief,COD
B-25970,203.00,84.00,2.00,Electronics,Printers,UPI
B-26053,93.00,31.00,3.00,Electronics,Accessories,UPI
B-25947,290.00,35.00,6.00,Clothing,Hankerchief,COD
B-25856,48.00,6.00,1.00,Clothing,Saree,COD
B-26030,221.00,35.00,4.00,Electronics,Accessories,Debit Card
B-26069,55.00,18.00,2.00,Clothing,Kurti,COD
B-25653,227.00,102.00,8.00,Electronics,Accessories,Debit Card
B-25627,55.00,-39.00,4.00,Clothing,Stole,COD
B-25947,207.00,33.00,2.00,Electronics,Accessories,UPI
B-25801,64.00,6.00,4.00,Clothing,Saree,COD
B-25964,89.00,6.00,5.00,Clothing,Saree,COD
B-25950,54.00,27.00,2.00,Clothing,Stole,COD
B-25878,84.00,41.00,3.00,Clothing,T-shirt,Credit Card
B-25773,209.00,-21.00,2.00,Electronics,Electronic Games,UPI
B-26081,79.00,33.00,4.00,Clothing,Stole,UPI
B-26027,54.00,8.00,4.00,Clothing,T-shirt,COD
B-25967,229.00,59.00,9.00,Clothing,Saree,Debit Card
B-25901,158.00,38.00,3.00,Clothing,Hankerchief,UPI
B-25951,248.00,105.00,2.00,Electronics,Phones,Debit Card
B-25853,199.00,6.00,2.00,Clothing,Saree,UPI
B-25923,253.00,-11.00,1.00,Clothing,Trousers,Debit Card
B-25793,257.00,-252.00,4.00,Clothing,Saree,Debit Card
B-26068,193.00,33.00,5.00,Electronics,Accessories,COD
B-26080,109.00,35.00,6.00,Clothing,T-shirt,COD
B-25843,214.00,30.00,3.00,Electronics,Accessories,COD
B-26002,141.00,7.00,7.00,Clothing,Saree,COD
B-25993,201.00,32.00,4.00,Furniture,Furnishings,UPI
B-26070,54.00,12.00,4.00,Clothing,Shirt,COD
B-25887,83.00,6.00,6.00,Clothing,Shirt,EMI
B-25654,54.00,-3.00,3.00,Clothing,Saree,COD
B-25898,53.00,5.00,3.00,Clothing,T-shirt,COD
B-25664,258.00,-27.00,2.00,Electronics,Phones,Debit Card
B-26012,199.00,8.00,2.00,Clothing,Saree,COD
B-25979,82.00,-27.00,3.00,Clothing,Kurti,EMI
B-26054,139.00,36.00,3.00,Clothing,Stole,COD
B-25757,53.00,15.00,2.00,Clothing,Stole,COD
B-25623,53.00,1.00,4.00,Clothing,Stole,COD
B-25824,101.00,38.00,2.00,Furniture,Furnishings,COD
B-25754,262.00,215.00,2.00,Electronics,Printers,Debit Card
B-25693,82.00,-39.00,5.00,Clothing,T-shirt,EMI
B-25638,154.00,39.00,3.00,Clothing,Hankerchief,COD
B-25922,52.00,18.00,2.00,Clothing,Stole,COD
B-25919,1599.00,37.00,6.00,Electronics,Electronic Games,UPI
B-25989,338.00,41.00,7.00,Clothing,Hankerchief,UPI
B-25999,51.00,-49.00,2.00,Electronics,Electronic Games,COD
B-25661,224.00,-81.00,3.00,Furniture,Chairs,COD
B-26099,207.00,37.00,4.00,Clothing,Hankerchief,COD
B-25866,51.00,14.00,2.00,Clothing,Stole,COD
B-26098,82.00,8.00,3.00,Electronics,Accessories,EMI
B-26062,50.00,-17.00,2.00,Clothing,Stole,COD
B-25761,263.00,-31.00,9.00,Electronics,Electronic Games,Debit Card
B-25843,50.00,7.00,6.00,Clothing,Skirt,COD
B-25683,245.00,-3.00,4.00,Electronics,Phones,UPI
B-25959,82.00,24.00,6.00,Clothing,Hankerchief,EMI
B-25787,229.00,-41.00,8.00,Electronics,Accessories,COD
B-25951,50.00,14.00,1.00,Electronics,Electronic Games,COD
B-26056,220.00,40.00,2.00,Electronics,Accessories,COD
B-25643,263.00,-63.00,2.00,Electronics,Electronic Games,Debit Card
B-26093,81.00,-41.00,5.00,Clothing,Leggings,EMI
B-25775,50.00,-17.00,2.00,Clothing,Stole,COD
B-26093,49.00,5.00,4.00,Clothing,Hankerchief,COD
B-25851,237.00,47.00,9.00,Clothing,T-shirt,UPI
B-25685,264.00,-30.00,3.00,Furniture,Furnishings,Debit Card
B-25651,49.00,3.00,1.00,Clothing,Shirt,COD
B-25793,63.00,-24.00,6.00,Clothing,Kurti,COD
B-25708,81.00,-51.00,7.00,Clothing,Stole,EMI
B-25847,264.00,71.00,10.00,Furniture,Furnishings,Debit Card
B-25954,48.00,11.00,2.00,Clothing,Shirt,COD
B-25997,48.00,15.00,1.00,Clothing,Hankerchief,COD
B-25650,245.00,-78.00,2.00,Electronics,Printers,UPI
B-25883,146.00,42.00,5.00,Clothing,Hankerchief,UPI
B-25945,245.00,10.00,2.00,Furniture,Bookcases,COD
B-25981,245.00,91.00,2.00,Furniture,Bookcases,UPI
B-25862,80.00,3.00,3.00,Clothing,Stole,EMI
B-25877,269.00,33.00,5.00,Furniture,Chairs,Debit Card
B-26090,80.00,22.00,3.00,Clothing,Stole,EMI
B-26050,284.00,44.00,6.00,Clothing,Hankerchief,COD
B-26072,313.00,44.00,3.00,Electronics,Electronic Games,COD
B-25916,80.00,-26.00,9.00,Clothing,Skirt,EMI
B-25722,48.00,-8.00,8.00,Clothing,Stole,COD
B-25746,87.00,16.00,2.00,Clothing,Saree,UPI
B-25753,47.00,-114.00,5.00,Furniture,Furnishings,COD
B-25956,140.00,28.00,2.00,Electronics,Phones,COD
B-25996,47.00,1.00,2.00,Clothing,Stole,COD
B-25896,79.00,-2.00,2.00,Furniture,Furnishings,EMI
B-25796,78.00,-64.00,7.00,Clothing,Stole,EMI
B-25798,47.00,-3.00,2.00,Clothing,Stole,COD
B-26043,185.00,48.00,4.00,Clothing,Stole,UPI
B-26028,77.00,36.00,2.00,Clothing,Shirt,EMI
B-25812,259.00,47.00,5.00,Clothing,Hankerchief,UPI
B-25605,75.00,0.00,7.00,Clothing,Saree,EMI
B-25702,75.00,0.00,3.00,Clothing,Shirt,EMI
B-25940,46.00,0.00,4.00,Clothing,Leggings,COD
B-26087,46.00,13.00,3.00,Clothing,Hankerchief,COD
B-25955,200.00,13.00,5.00,Electronics,Phones,COD
B-25626,46.00,-14.00,1.00,Electronics,Phones,COD
B-25811,126.00,52.00,4.00,Clothing,Hankerchief,UPI
B-25856,74.00,29.00,3.00,Clothing,Stole,EMI
B-25628,45.00,13.00,4.00,Clothing,Skirt,COD
B-26016,74.00,9.00,3.00,Clothing,Shirt,UPI
B-25999,129.00,11.00,2.00,Electronics,Phones,UPI
B-26043,122.00,50.00,7.00,Clothing,Stole,UPI
B-25743,74.00,-51.00,3.00,Clothing,Stole,UPI
B-26014,278.00,39.00,5.00,Furniture,Chairs,Debit Card
B-25876,282.00,14.00,4.00,Clothing,Trousers,Debit Card
B-25785,45.00,0.00,2.00,Clothing,T-shirt,COD
B-25810,45.00,6.00,3.00,Clothing,Shirt,COD
B-25833,45.00,16.00,3.00,Clothing,Stole,COD
B-25931,73.00,-36.00,3.00,Furniture,Chairs,UPI
B-25852,45.00,12.00,4.00,Clothing,Hankerchief,COD
B-25738,72.00,-6.00,3.00,Clothing,Saree,UPI
B-25921,71.00,-44.00,5.00,Electronics,Accessories,UPI
B-25685,45.00,-2.00,4.00,Clothing,Shirt,COD
B-25996,286.00,140.00,6.00,Clothing,Shirt,Debit Card
B-25663,294.00,138.00,2.00,Electronics,Printers,Debit Card
B-25888,223.00,4.00,3.00,Electronics,Phones,COD
B-25677,20.00,-2.00,1.00,Electronics,Accessories,UPI
B-26045,302.00,75.00,6.00,Furniture,Furnishings,Debit Card
B-26002,113.00,28.00,2.00,Clothing,Saree,UPI
B-25953,44.00,2.00,3.00,Clothing,Hankerchief,COD
B-25617,305.00,-270.00,5.00,Electronics,Electronic Games,Debit Card
B-25702,306.00,-147.00,3.00,Clothing,Saree,Debit Card
B-25799,70.00,-64.00,5.00,Clothing,Stole,UPI
B-25985,44.00,11.00,4.00,Clothing,Stole,COD
B-25952,44.00,14.00,3.00,Clothing,Hankerchief,COD
B-25754,319.00,312.00,5.00,Clothing,Saree,Debit Card
B-25770,287.00,-280.00,12.00,Furniture,Chairs,UPI
B-25954,44.00,10.00,3.00,Clothing,Stole,COD
B-25657,288.00,-180.00,4.00,Furniture,Chairs,COD
B-25801,49.00,-31.00,2.00,Clothing,Stole,COD
B-26000,43.00,-10.00,4.00,Clothing,Skirt,COD
B-25897,43.00,5.00,3.00,Clothing,Stole,COD
B-25681,68.00,-27.00,3.00,Electronics,Accessories,UPI
B-25852,320.00,144.00,1.00,Electronics,Printers,Debit Card
B-26067,67.00,2.00,4.00,Clothing,T-shirt,UPI
B-25601,66.00,-12.00,5.00,Clothing,Stole,UPI
B-25804,321.00,26.00,3.00,Electronics,Printers,Debit Card
B-25751,43.00,-5.00,2.00,Clothing,Saree,COD
B-25630,114.00,-39.00,5.00,Clothing,Kurti,COD
B-25899,43.00,17.00,1.00,Clothing,Saree,COD
B-25751,43.00,21.00,3.00,Clothing,Shirt,COD
B-26081,637.00,50.00,5.00,Clothing,Saree,COD
B-25851,300.00,42.00,2.00,Electronics,Printers,COD
B-26036,341.00,44.00,7.00,Furniture,Furnishings,UPI
B-25704,102.00,0.00,3.00,Electronics,Phones,COD
B-25761,328.00,-15.00,3.00,Electronics,Electronic Games,Debit Card
B-25978,341.00,160.00,7.00,Clothing,Stole,Debit Card
B-26077,62.00,11.00,7.00,Clothing,Hankerchief,UPI
B-25981,42.00,13.00,3.00,Clothing,Leggings,COD
B-26043,62.00,28.00,5.00,Clothing,Hankerchief,UPI
B-25896,42.00,7.00,2.00,Clothing,Kurti,COD
B-25790,42.00,-3.00,1.00,Electronics,Electronic Games,COD
B-25789,313.00,-13.00,5.00,Furniture,Bookcases,UPI
B-26061,109.00,52.00,2.00,Clothing,Stole,UPI
B-25923,226.00,58.00,3.00,Electronics,Accessories,COD
B-25868,62.00,-1.00,1.00,Electronics,Phones,UPI
B-25777,61.00,-25.00,4.00,Electronics,Accessories,UPI
B-25999,222.00,74.00,5.00,Clothing,Hankerchief,COD
B-25854,342.00,-154.00,7.00,Furniture,Furnishings,Debit Card
B-25667,344.00,-34.00,3.00,Clothing,Saree,Debit Card
B-25829,345.00,38.00,7.00,Clothing,Hankerchief,Debit Card
B-25705,46.00,0.00,2.00,Electronics,Electronic Games,COD
B-25843,255.00,74.00,5.00,Clothing,Hankerchief,COD
B-25958,360.00,32.00,3.00,Clothing,Saree,UPI
B-25893,372.00,59.00,3.00,Electronics,Printers,UPI
B-25855,61.00,30.00,2.00,Clothing,Hankerchief,UPI
B-25616,42.00,12.00,5.00,Clothing,Hankerchief,COD
B-25630,42.00,-26.00,2.00,Clothing,Kurti,COD
B-25936,61.00,25.00,4.00,Clothing,Saree,UPI
B-25830,41.00,11.00,6.00,Clothing,Hankerchief,COD
B-25930,40.00,13.00,3.00,Clothing,T-shirt,COD
B-25808,59.00,21.00,2.00,Clothing,Stole,UPI
B-25979,57.00,27.00,2.00,Clothing,Shirt,UPI
B-25687,17.00,6.00,1.00,Clothing,Stole,UPI
B-26087,40.00,10.00,2.00,Clothing,Stole,COD
B-25764,349.00,-24.00,2.00,Clothing,Saree,Debit Card
B-25782,335.00,-22.00,7.00,Furniture,Chairs,UPI
B-25854,40.00,16.00,3.00,Clothing,Hankerchief,COD
B-26085,40.00,17.00,2.00,Clothing,Stole,COD
B-25630,40.00,-7.00,3.00,Clothing,Stole,COD
B-25999,352.00,74.00,8.00,Clothing,Stole,Debit Card
B-25648,55.00,-26.00,4.00,Clothing,Saree,UPI
B-25952,352.00,18.00,5.00,Clothing,Trousers,Debit Card
B-25710,53.00,-18.00,4.00,Clothing,T-shirt,UPI
B-25685,51.00,7.00,2.00,Furniture,Furnishings,UPI
B-25740,40.00,-37.00,3.00,Clothing,Stole,COD
B-25973,39.00,14.00,5.00,Clothing,Leggings,COD
B-25769,355.00,-4.00,2.00,Clothing,Saree,Debit Card
B-25687,357.00,139.00,2.00,Clothing,Saree,Debit Card
B-25603,38.00,18.00,1.00,Clothing,Kurti,COD
B-26050,38.00,9.00,2.00,Clothing,Stole,COD
B-25748,141.00,10.00,4.00,Clothing,Shirt,UPI
B-25833,36.00,4.00,9.00,Clothing,Hankerchief,COD
B-25930,351.00,-94.00,5.00,Electronics,Electronic Games,COD
B-26035,369.00,15.00,3.00,Electronics,Electronic Games,Debit Card
B-25851,53.00,24.00,6.00,Clothing,Hankerchief,EMI
B-25718,371.00,115.00,1.00,Furniture,Bookcases,Debit Card
B-25898,499.00,33.00,4.00,Clothing,Saree,COD
B-25893,223.00,62.00,7.00,Clothing,Shirt,COD
B-25983,50.00,-4.00,6.00,Clothing,T-shirt,EMI
B-26056,391.00,90.00,6.00,Electronics,Phones,Debit Card
B-25715,416.00,137.00,3.00,Electronics,Phones,Debit Card
B-25702,424.00,-17.00,9.00,Furniture,Chairs,Debit Card
B-25618,362.00,127.00,1.00,Furniture,Bookcases,COD
B-25643,36.00,-7.00,1.00,Electronics,Electronic Games,COD
B-25961,34.00,-10.00,3.00,Clothing,Skirt,COD
B-25873,367.00,73.00,3.00,Electronics,Electronic Games,UPI
B-26053,425.00,208.00,7.00,Clothing,Saree,Debit Card
B-25683,433.00,26.00,3.00,Electronics,Printers,Debit Card
B-25718,460.00,31.00,3.00,Furniture,Bookcases,Debit Card
B-25753,62.00,-56.00,5.00,Clothing,Kurti,COD
B-25852,50.00,16.00,1.00,Clothing,Stole,EMI
B-25914,460.00,-143.00,3.00,Furniture,Chairs,Debit Card
B-26083,34.00,3.00,3.00,Clothing,Saree,COD
B-25857,227.00,59.00,2.00,Furniture,Furnishings,UPI
B-25939,469.00,33.00,4.00,Electronics,Electronic Games,Debit Card
B-25851,103.00,46.00,2.00,Clothing,Saree,UPI
B-25699,34.00,-13.00,5.00,Clothing,Leggings,COD
B-26078,137.00,63.00,3.00,Clothing,Stole,COD
B-26075,34.00,12.00,2.00,Clothing,Stole,COD
B-25956,474.00,56.00,4.00,Electronics,Phones,Debit Card
B-25861,50.00,3.00,2.00,Clothing,Stole,EMI
B-25777,69.00,-67.00,4.00,Clothing,Kurti,UPI
B-25634,389.00,-83.00,3.00,Furniture,Chairs,UPI
B-25753,77.00,-43.00,8.00,Clothing,Stole,COD
B-25687,51.00,21.00,3.00,Clothing,T-shirt,COD
B-25885,394.00,146.00,2.00,Furniture,Bookcases,UPI
B-25767,48.00,-22.00,2.00,Clothing,Saree,EMI
B-25961,34.00,-12.00,5.00,Clothing,Leggings,COD
B-25923,484.00,28.00,3.00,Electronics,Printers,Debit Card
B-25799,47.00,-27.00,4.00,Clothing,Saree,EMI
B-25955,45.00,8.00,4.00,Clothing,Skirt,EMI
B-26015,128.00,55.00,1.00,Clothing,Saree,COD
B-26051,669.00,74.00,5.00,Furniture,Bookcases,COD
B-25822,34.00,13.00,2.00,Clothing,Saree,COD
B-25989,44.00,14.00,3.00,Clothing,Hankerchief,Credit Card
B-25910,33.00,1.00,2.00,Clothing,Shirt,COD
B-25956,33.00,10.00,3.00,Clothing,Hankerchief,COD
B-25986,487.00,-23.00,3.00,Electronics,Printers,Debit Card
B-26098,497.00,179.00,3.00,Furniture,Chairs,Debit Card
B-26061,508.00,203.00,2.00,Electronics,Accessories,Debit Card
B-25954,524.00,-25.00,2.00,Electronics,Electronic Games,Debit Card
B-26034,425.00,183.00,5.00,Electronics,Accessories,UPI
B-25909,168.00,56.00,3.00,Clothing,Saree,COD
B-25692,141.00,28.00,7.00,Furniture,Furnishings,UPI
B-25959,429.00,17.00,3.00,Furniture,Chairs,UPI
B-25745,44.00,-8.00,3.00,Clothing,Stole,Credit Card
B-25689,149.00,136.00,3.00,Clothing,Stole,UPI
B-25786,44.00,-34.00,3.00,Clothing,Stole,Credit Card
B-25897,33.00,10.00,3.00,Clothing,Hankerchief,COD
B-26056,33.00,9.00,2.00,Clothing,Hankerchief,COD
B-25855,442.00,31.00,2.00,Electronics,Electronic Games,UPI
B-25667,41.00,6.00,5.00,Clothing,Skirt,Credit Card
B-25701,33.00,-12.00,5.00,Clothing,Hankerchief,COD
B-26046,32.00,3.00,8.00,Clothing,Hankerchief,COD
B-25676,32.00,6.00,3.00,Clothing,Shirt,COD
B-26045,179.00,77.00,1.00,Clothing,Saree,UPI
B-25889,31.00,10.00,1.00,Clothing,Kurti,COD
B-25900,140.00,68.00,5.00,Clothing,T-shirt,COD
B-25685,529.00,137.00,3.00,Electronics,Phones,Debit Card
B-25622,534.00,0.00,3.00,Clothing,Saree,Debit Card
B-25709,41.00,-6.00,1.00,Furniture,Chairs,Credit Card
B-25798,379.00,63.00,2.00,Clothing,Saree,COD
B-25933,81.00,-44.00,3.00,Clothing,Stole,COD
B-25793,40.00,-33.00,5.00,Clothing,Hankerchief,Credit Card
B-25951,40.00,18.00,1.00,Electronics,Accessories,Credit Card
B-25656,534.00,0.00,3.00,Clothing,Saree,Debit Card
B-26056,31.00,9.00,2.00,Clothing,Hankerchief,COD
B-25870,473.00,-113.00,9.00,Clothing,Hankerchief,UPI
B-25690,31.00,-10.00,3.00,Clothing,Skirt,COD
B-25702,31.00,-3.00,4.00,Clothing,Saree,COD
B-25752,91.00,15.00,6.00,Clothing,T-shirt,UPI
B-25781,30.00,-25.00,2.00,Clothing,T-shirt,COD
B-26038,30.00,6.00,1.00,Clothing,T-shirt,COD
B-25761,40.00,0.00,3.00,Clothing,Saree,Credit Card
B-25751,534.00,5.00,2.00,Electronics,Electronic Games,Debit Card
B-25750,539.00,-146.00,7.00,Furniture,Furnishings,Debit Card
B-25726,490.00,-128.00,8.00,Furniture,Bookcases,UPI
B-26048,163.00,81.00,2.00,Electronics,Accessories,COD
B-26051,184.00,85.00,6.00,Clothing,T-shirt,UPI
B-25614,494.00,54.00,4.00,Furniture,Bookcases,COD
B-25907,30.00,11.00,5.00,Clothing,Hankerchief,COD
B-25789,30.00,0.00,1.00,Clothing,Kurti,COD
B-26097,39.00,-18.00,2.00,Clothing,Leggings,Credit Card
B-25902,1700.00,85.00,3.00,Clothing,Trousers,COD
B-25657,332.00,-43.00,6.00,Electronics,Phones,UPI
B-25854,436.00,131.00,9.00,Clothing,Hankerchief,UPI
B-25610,30.00,-5.00,2.00,Furniture,Furnishings,COD
B-25733,30.00,-10.00,2.00,Clothing,Stole,COD
B-25798,38.00,-13.00,3.00,Clothing,Stole,Credit Card
B-25803,511.00,194.00,3.00,Furniture,Chairs,UPI
B-25755,37.00,-53.00,3.00,Clothing,Saree,Credit Card
B-25850,513.00,215.00,2.00,Electronics,Accessories,COD
B-25667,516.00,69.00,4.00,Furniture,Bookcases,UPI
B-25796,559.00,-19.00,2.00,Clothing,Trousers,Debit Card
B-26013,29.00,-10.00,3.00,Clothing,Skirt,COD
B-25683,148.00,52.00,5.00,Clothing,Stole,UPI
B-26054,559.00,-174.00,2.00,Electronics,Electronic Games,Debit Card
B-26010,527.00,26.00,3.00,Electronics,Electronic Games,COD
B-25979,560.00,44.00,3.00,Clothing,Saree,Debit Card
B-25973,571.00,108.00,12.00,Clothing,Stole,Debit Card
B-25975,29.00,2.00,3.00,Clothing,Skirt,COD
B-26010,29.00,3.00,2.00,Clothing,Stole,COD
B-25767,29.00,-3.00,3.00,Clothing,Saree,COD
B-25815,35.00,14.00,2.00,Clothing,Stole,Credit Card
B-25853,579.00,139.00,3.00,Electronics,Printers,Debit Card
B-25756,29.00,-24.00,4.00,Clothing,Leggings,COD
B-25755,593.00,213.00,4.00,Furniture,Bookcases,Debit Card
B-25996,217.00,72.00,2.00,Furniture,Furnishings,COD
B-25619,353.00,90.00,8.00,Clothing,Saree,COD
B-26050,382.00,92.00,2.00,Electronics,Printers,COD
B-26000,597.00,93.00,4.00,Furniture,Chairs,Debit Card
B-26058,212.00,97.00,7.00,Clothing,Hankerchief,COD
B-25856,689.00,90.00,5.00,Clothing,Saree,COD
B-26044,28.00,-10.00,3.00,Clothing,Skirt,COD
B-25654,34.00,12.00,3.00,Clothing,Hankerchief,Credit Card
B-26051,600.00,-102.00,5.00,Electronics,Electronic Games,Debit Card
B-25636,637.00,113.00,5.00,Clothing,Saree,UPI
B-25710,616.00,-69.00,7.00,Furniture,Furnishings,Debit Card
B-25656,624.00,37.00,2.00,Electronics,Electronic Games,Debit Card
B-25919,28.00,4.00,1.00,Clothing,T-shirt,COD
B-25781,584.00,-444.00,7.00,Electronics,Printers,UPI
B-25899,28.00,6.00,4.00,Clothing,Skirt,COD
B-26093,33.00,-1.00,1.00,Clothing,Saree,Credit Card
B-25753,27.00,-20.00,2.00,Clothing,Hankerchief,COD
B-25858,27.00,5.00,2.00,Clothing,Skirt,COD
B-25762,27.00,4.00,3.00,Clothing,Skirt,COD
B-25625,635.00,-349.00,5.00,Clothing,Saree,Debit Card
B-25857,598.00,166.00,4.00,Furniture,Bookcases,UPI
B-25919,636.00,-204.00,2.00,Electronics,Printers,Debit Card
B-25864,27.00,9.00,2.00,Clothing,Hankerchief,COD
B-25698,27.00,-6.00,4.00,Clothing,Hankerchief,COD
B-25959,637.00,212.00,8.00,Electronics,Phones,Debit Card
B-26073,290.00,110.00,9.00,Clothing,Stole,UPI
B-25649,27.00,-25.00,2.00,Clothing,Stole,COD
B-25806,632.00,-114.00,4.00,Furniture,Tables,UPI
B-25756,643.00,-45.00,2.00,Electronics,Printers,Debit Card
B-26003,652.00,13.00,6.00,Furniture,Furnishings,Debit Card
B-25752,33.00,-27.00,1.00,Furniture,Chairs,Credit Card
B-25783,26.00,2.00,2.00,Clothing,Hankerchief,COD
B-25802,633.00,-633.00,11.00,Electronics,Accessories,UPI
B-25881,26.00,9.00,2.00,Clothing,Leggings,COD
B-25898,191.00,93.00,4.00,Clothing,Shirt,UPI
B-25696,887.00,80.00,3.00,Electronics,Printers,UPI
B-25826,637.00,261.00,2.00,Electronics,Printers,COD
B-25745,670.00,15.00,5.00,Furniture,Bookcases,Debit Card
B-25943,26.00,7.00,4.00,Clothing,Hankerchief,COD
B-26051,676.00,195.00,5.00,Furniture,Bookcases,Debit Card
B-25624,26.00,12.00,3.00,Clothing,Hankerchief,COD
B-25723,26.00,-24.00,1.00,Clothing,Stole,COD
B-26052,25.00,7.00,2.00,Clothing,Stole,COD
B-25603,24.00,-30.00,1.00,Furniture,Chairs,COD
B-25983,32.00,-12.00,1.00,Furniture,Chairs,Credit Card
B-25650,31.00,-2.00,2.00,Clothing,Saree,Credit Card
B-25656,651.00,169.00,5.00,Electronics,Printers,COD
B-26018,326.00,107.00,3.00,Furniture,Furnishings,UPI
B-25783,30.00,-6.00,2.00,Clothing,Hankerchief,UPI
B-25951,30.00,5.00,2.00,Clothing,Kurti,UPI
B-25974,662.00,240.00,2.00,Furniture,Bookcases,COD
B-25754,30.00,-23.00,2.00,Clothing,Saree,UPI
B-26073,29.00,9.00,3.00,Clothing,Saree,UPI
B-25796,28.00,1.00,1.00,Electronics,Accessories,UPI
B-25653,28.00,-3.00,2.00,Clothing,Saree,UPI
B-25884,24.00,2.00,4.00,Clothing,Hankerchief,COD
B-25650,28.00,-26.00,2.00,Clothing,Stole,UPI
